Date,Purchase Bid,Sell Bid,MCV,Final_Volume,MCP
26-05-2024,160291.88,290424.30,129140.43,129140.43,3348.60
27-05-2024,155538.15,268536.25,125840.42,121336.82,3632.10
28-05-2024,197156.98,282412.30,148615.97,148082.87,4352.79
29-05-2024,196358.48,214330.18,119404.45,118838.72,5047.11
30-05-2024,192864.43,166013.78,121543.29,121518.10,6146.03
31-05-2024,241499.38,172513.95,102505.98,102505.98,5264.10
01-06-2024,186715.93,181671.93,109841.26,109841.26,5039.15
02-06-2024,180791.50,211792.38,110100.61,110100.61,4628.70
03-06-2024,233262.05,171775.08,119340.58,119340.58,6071.44
04-06-2024,225133.98,165042.50,116948.28,116948.28,5923.74
05-06-2024,201298.23,176214.38,117860.66,117860.66,4786.78
06-06-2024,163499.83,257928.13,134139.60,134139.60,3966.50
07-06-2024,131078.58,160146.18,83537.78,83537.78,4813.29
08-06-2024,136055.78,198453.08,91913.69,91913.69,4329.72
09-06-2024,175287.40,281722.55,134210.87,134173.21,4236.30
10-06-2024,178178.98,203613.80,108763.21,108796.38,5124.54
11-06-2024,162964.45,148500.28,105322.78,103525.57,5307.60
12-06-2024,138466.30,135487.00,80495.64,77363.82,5236.45
13-06-2024,123281.73,183605.78,82138.99,79966.58,4395.39
14-06-2024,138107.25,187634.78,78712.10,78282.46,4370.17
15-06-2024,300306.30,186282.08,118955.80,118376.00,5931.82
16-06-2024,319939.28,184103.65,119816.79,118537.78,6581.19
17-06-2024,400058.60,145057.15,108295.40,104015.11,7769.05
18-06-2024,270827.10,167435.30,111857.07,94103.40,6580.79
19-06-2024,260995.53,209730.55,147377.22,118494.57,6992.89
20-06-2024,157340.55,263078.08,122532.78,114349.10,3624.38
21-06-2024,200298.70,239670.25,136104.87,119362.40,4897.26
22-06-2024,189167.90,208111.20,123726.44,119054.05,5242.83
23-06-2024,176002.53,228467.85,124039.43,120450.33,4764.63
24-06-2024,234612.93,197144.90,120916.47,116792.48,5623.77
25-06-2024,231886.58,180857.45,106600.52,104001.88,5751.99
26-06-2024,233642.53,191489.10,113060.21,108582.47,5825.66
27-06-2024,154897.08,234936.98,112610.81,103112.07,4134.70
28-06-2024,122546.00,228074.78,91054.18,87747.96,3997.00
29-06-2024,116491.68,240638.95,98543.76,97468.08,3280.59
30-06-2024,112289.90,292556.00,102337.08,102265.37,2372.87
01-07-2024,148838.85,237930.35,114941.93,113828.87,3860.95
02-07-2024,164824.80,290560.70,130854.35,130854.35,3674.84
03-07-2024,157167.25,228582.93,118382.73,118382.73,4355.86
04-07-2024,199264.95,236658.25,107091.89,107091.89,4136.04
05-07-2024,138595.65,222753.10,108411.30,108411.30,3724.91
06-07-2024,96048.50,246150.85,84311.44,84311.44,2119.95
07-07-2024,165676.60,327306.83,148400.70,148400.70,2645.04
08-07-2024,262038.55,186916.40,111229.49,111229.49,5016.84
09-07-2024,299012.50,146147.13,94591.83,94591.83,5833.88
10-07-2024,309015.38,142212.48,95333.52,95333.52,6935.87
11-07-2024,291699.98,138967.58,89194.22,87702.71,6535.96
12-07-2024,152560.83,199945.78,108622.53,108587.66,3634.22
13-07-2024,165536.30,245383.60,117085.01,117066.96,4352.45
14-07-2024,154550.80,266128.40,127033.15,125286.35,3886.09
15-07-2024,189385.85,176392.18,97626.30,95878.52,5039.96
16-07-2024,247756.50,217295.85,133234.49,128410.70,5057.17
17-07-2024,243045.48,158117.15,110824.08,103576.97,6265.52
18-07-2024,239691.93,169173.63,110719.81,105593.08,6433.84
19-07-2024,255361.55,198317.65,123083.77,116131.93,5561.87
20-07-2024,263834.78,188413.88,120063.59,110618.80,6337.01
21-07-2024,233148.58,243100.45,128535.37,118913.70,5071.41
22-07-2024,209003.10,183334.20,96471.31,91824.47,5142.48
23-07-2024,203751.98,189099.33,100106.89,97114.03,5121.82
24-07-2024,155229.15,207043.45,96064.71,93745.46,4479.48
25-07-2024,161082.10,199182.58,90119.20,85193.23,4811.84
26-07-2024,162091.00,197283.58,98702.19,94996.77,4628.63
27-07-2024,225941.90,215461.20,95177.45,93267.06,4834.97
28-07-2024,176880.45,236079.90,100976.11,100097.12,4491.70
29-07-2024,321018.15,154593.30,95734.22,92157.06,6061.85
30-07-2024,426849.25,146354.83,110719.46,110598.49,7664.13
31-07-2024,271977.78,199039.33,144114.82,141639.32,6114.34
01-08-2024,142416.93,271488.83,131323.58,130908.24,2591.85
02-08-2024,126692.40,289894.15,120011.03,119481.05,1898.81
03-08-2024,136983.85,297783.03,126526.56,126368.76,2014.60
04-08-2024,163438.75,328012.05,148754.73,148689.30,2544.28
05-08-2024,177735.70,197383.40,127275.52,126850.68,4327.66
06-08-2024,158514.20,179002.18,119540.72,117159.27,4420.63
07-08-2024,128307.43,260488.23,109258.92,108206.30,3400.80
08-08-2024,131360.35,269249.40,100866.35,99358.99,3724.88
09-08-2024,143378.20,259398.68,113995.24,113652.83,3850.99
10-08-2024,129876.40,270965.18,109164.94,109158.11,3301.21
11-08-2024,124243.35,314545.30,108343.10,108343.10,2325.71
12-08-2024,216224.30,243577.13,104138.82,104138.82,4219.35
13-08-2024,298215.05,176071.35,86468.42,86468.42,5120.54
14-08-2024,363968.50,130652.00,93728.41,93712.21,6666.58
15-08-2024,181301.65,262068.83,130869.81,130869.81,3933.42
16-08-2024,181394.23,162003.25,104759.69,104708.81,5153.70
17-08-2024,143105.00,180668.40,87305.32,87305.32,4590.43
18-08-2024,143164.18,256868.98,118228.40,118228.40,3374.41
19-08-2024,111598.60,230782.75,89195.76,89195.76,3062.48
20-08-2024,139424.83,238129.93,96175.70,96175.70,3769.00
21-08-2024,166809.43,199686.18,102946.32,102946.32,4906.85
22-08-2024,161808.00,194111.58,103660.35,103660.35,4682.00
23-08-2024,130742.48,218172.85,98474.16,98474.16,3784.39
24-08-2024,145628.08,290781.83,123191.65,123191.65,2841.49
25-08-2024,135282.20,385780.08,123656.67,123630.00,1833.98
26-08-2024,173907.48,355762.15,155760.73,155747.27,2807.53
27-08-2024,138750.10,337944.90,128802.28,128802.28,2302.17
28-08-2024,119931.03,284066.10,99350.09,99350.09,2984.69
29-08-2024,150643.68,314384.85,132737.36,132737.36,2758.37
30-08-2024,125192.15,249212.30,98392.93,98392.93,3703.10
31-08-2024,147892.83,219977.95,98946.34,98946.34,4597.97
01-09-2024,141606.45,306262.50,120783.38,120597.83,2790.01
02-09-2024,158364.13,251385.30,111911.58,111627.24,4530.93
03-09-2024,146138.55,227161.18,109525.14,109525.14,4271.13
04-09-2024,128918.30,253115.50,107856.32,107856.32,2935.24
05-09-2024,143749.18,315443.38,119083.52,119083.52,2764.59
06-09-2024,140649.00,262146.65,110893.44,110893.44,3258.44
07-09-2024,140896.98,259129.43,111220.60,111220.60,3225.83
08-09-2024,162216.03,330016.03,134870.36,134870.36,2523.11
09-09-2024,145719.45,228465.30,111445.03,111445.03,3761.88
10-09-2024,157383.88,286387.83,130906.06,130906.06,3439.75
11-09-2024,168679.28,303458.15,143944.78,143944.78,3048.22
12-09-2024,179575.05,283884.85,158708.22,158708.22,3198.64
13-09-2024,192998.70,319214.38,173422.25,173422.25,2806.78
14-09-2024,172832.15,293521.08,154832.50,154832.50,2796.53
15-09-2024,176088.88,311085.45,155669.46,155669.46,2493.27
16-09-2024,201744.18,302536.00,175462.10,175462.10,3372.51
17-09-2024,194973.15,264256.33,164618.15,164618.15,3656.07
18-09-2024,243795.68,216820.60,140185.38,140185.38,5114.50
19-09-2024,229762.30,196970.78,133608.31,133608.31,5458.27
20-09-2024,243767.73,151283.08,104976.28,104976.28,6323.49
21-09-2024,196215.50,189289.60,123960.67,123960.67,5451.49
22-09-2024,166970.05,199049.78,121969.07,121639.67,5336.59
23-09-2024,269456.85,148079.35,118589.99,117575.49,6862.82
24-09-2024,204846.55,174616.13,133284.94,132693.05,6519.76
25-09-2024,172045.75,212546.23,136825.87,136176.83,4359.17
26-09-2024,165859.53,251274.38,140366.75,140365.04,3522.58
27-09-2024,158874.68,273763.58,137559.63,137559.63,3205.40
28-09-2024,155299.13,247539.25,123741.55,123741.55,3662.54
29-09-2024,144329.95,263560.68,119218.98,119218.98,3335.67
30-09-2024,256226.53,158091.43,86395.59,86395.59,5518.69
01-10-2024,312039.28,177646.38,104208.08,104208.08,5717.36
02-10-2024,172337.65,221966.08,124994.29,124994.29,4672.32
03-10-2024,146343.60,214427.83,107478.12,107478.11,4433.35
04-10-2024,136963.65,219767.83,106682.30,106682.30,3956.39
05-10-2024,179244.45,213119.98,112691.37,112691.37,5030.49
06-10-2024,121303.58,252969.88,102832.51,102832.51,3004.70
07-10-2024,157180.65,183823.65,85871.88,85871.88,4733.07
08-10-2024,154494.83,160257.10,90495.32,90495.32,5009.71
09-10-2024,134016.75,176003.60,93446.93,93446.93,4383.25
10-10-2024,112935.23,204632.88,87604.67,87604.67,3378.46
11-10-2024,108148.90,236050.70,85570.67,85570.67,3213.96
12-10-2024,134485.90,357183.90,119160.02,119160.02,2631.37
13-10-2024,126955.15,369844.08,111268.81,111268.81,2797.40
14-10-2024,120470.18,256531.48,91742.42,91742.42,3350.31
15-10-2024,126534.83,251756.18,98128.81,98128.81,3461.59
16-10-2024,141904.80,244845.05,110604.66,110604.66,3734.67
17-10-2024,139665.63,243351.75,106704.97,106704.97,3782.73
18-10-2024,165729.18,245608.78,119728.35,119728.35,4166.40
19-10-2024,141166.15,230090.30,105210.02,105210.02,4121.56
20-10-2024,120984.68,288876.63,99072.36,99072.36,2835.34
21-10-2024,123380.25,258032.03,98805.88,98805.88,3526.33
22-10-2024,113220.15,255789.38,87097.04,87097.04,3278.34
23-10-2024,120892.63,262127.35,93014.29,93014.29,3581.35
24-10-2024,109426.43,288425.75,89737.24,89737.24,2940.69
25-10-2024,114507.83,292525.68,94633.71,94633.71,3004.11
26-10-2024,127696.28,289253.38,104121.96,104121.96,3149.85
27-10-2024,128979.68,310890.48,106123.53,106123.53,3064.93
28-10-2024,145246.78,222846.75,95552.80,95552.80,4526.56
29-10-2024,155329.93,207124.18,96222.76,96222.76,4464.29
30-10-2024,123241.65,190530.05,84406.33,84406.33,4326.50
31-10-2024,126993.78,311575.50,109455.75,109455.75,2714.03
01-11-2024,117102.13,368486.90,109443.43,109443.43,2130.12
02-11-2024,125897.43,360126.00,115653.62,115653.62,2363.42
03-11-2024,116069.18,339225.60,104199.30,104199.30,2528.97
04-11-2024,116827.78,271251.70,98616.44,98616.44,3121.37
05-11-2024,122908.58,276702.18,101303.14,101303.14,3140.18
06-11-2024,147823.05,268845.58,116488.78,116488.78,3714.06
07-11-2024,131251.15,260959.83,102424.14,102424.14,3431.11
08-11-2024,135182.68,251874.48,108641.82,108641.82,3632.62
09-11-2024,129025.75,243803.08,100759.81,100759.81,3748.04
10-11-2024,134684.60,270288.35,110572.67,110572.67,3109.37
11-11-2024,156277.70,209748.48,98705.08,98705.08,4104.40
12-11-2024,161196.15,203964.63,104451.99,104451.99,4275.33
13-11-2024,118000.88,233035.38,95801.27,95801.27,3218.13
14-11-2024,126327.80,245246.58,103376.14,103376.14,3390.49
15-11-2024,116959.90,211105.63,89589.51,89589.51,3470.35
16-11-2024,114310.58,237267.25,90076.03,90076.03,3394.16
17-11-2024,129343.58,304634.05,112007.32,112007.32,2801.22
18-11-2024,129730.58,265824.88,104548.92,104548.92,3355.42
19-11-2024,128508.90,252245.45,100059.08,100059.08,3478.92
20-11-2024,113012.28,254686.80,86795.95,86795.95,3389.35
21-11-2024,112497.30,244052.10,84860.01,84860.01,3614.55
22-11-2024,124018.70,229751.78,83333.78,83333.78,3969.96
23-11-2024,129874.78,243029.03,92449.93,92449.93,3859.75
24-11-2024,126473.30,281234.85,103654.29,103654.29,3125.79
25-11-2024,148842.33,251269.53,102342.15,102342.15,3934.81
26-11-2024,150845.78,224089.75,96597.87,96597.87,4464.88
27-11-2024,122333.08,228888.88,90346.30,90346.30,3754.36
28-11-2024,122879.45,254495.73,92440.36,92440.36,3610.73
29-11-2024,155947.63,239127.80,107865.62,107865.62,4215.68
30-11-2024,135711.83,264349.78,111746.44,111746.44,3306.83
01-12-2024,146754.23,324143.38,132926.21,132926.21,2702.13
02-12-2024,132303.85,297924.48,114167.20,114167.20,2689.14
03-12-2024,139595.48,282254.10,115821.91,115821.91,3295.17
04-12-2024,146089.98,273467.38,113667.66,113667.66,3702.08
05-12-2024,161837.65,243215.20,111762.07,111762.07,4297.86
06-12-2024,173663.85,211174.45,103512.80,103512.80,4873.70
07-12-2024,143414.73,228285.20,109679.71,109679.71,3901.70
08-12-2024,122309.95,278939.18,100630.37,100630.37,3027.57
09-12-2024,127572.90,261640.03,101875.55,101875.55,3350.06
10-12-2024,138459.73,241068.88,95011.21,95011.21,4026.59
11-12-2024,120636.75,242461.98,90430.45,90430.45,3692.90
12-12-2024,133240.00,231372.05,99024.83,99024.83,4022.00
13-12-2024,121477.88,251321.15,93399.17,93399.17,3195.85
14-12-2024,138725.48,256276.95,98398.37,98398.37,3922.04
15-12-2024,145607.35,307205.48,120190.49,120190.49,3064.27
16-12-2024,143447.55,232421.25,89797.83,89797.83,4392.15
17-12-2024,137432.10,225304.08,88089.90,88089.90,4518.40
18-12-2024,162744.18,200771.15,81338.02,81338.02,4877.64
19-12-2024,198452.93,211892.25,95325.16,95325.16,5011.01
20-12-2024,157356.55,228420.60,102597.47,102597.47,4379.02
21-12-2024,133086.98,223917.48,96223.36,96223.36,4208.63
22-12-2024,133094.73,244075.95,104519.00,104519.00,3458.58
23-12-2024,156233.58,200721.35,86678.63,86678.63,4974.51
24-12-2024,151062.45,211602.45,86992.25,86992.25,4734.19
25-12-2024,121995.18,225009.70,86278.13,86278.13,3970.39
26-12-2024,139095.88,224982.80,94444.60,94444.60,4522.01
27-12-2024,116060.00,256629.78,93233.88,93233.88,3052.53
28-12-2024,145455.05,321433.90,130363.41,130363.41,2516.62
29-12-2024,158403.23,334726.73,132321.87,132321.87,3084.48
30-12-2024,157211.55,262597.75,109148.82,109148.82,4043.52
31-12-2024,146065.88,252177.88,102194.09,102194.09,3860.39
01-01-2025,143066.63,307390.15,120512.51,120512.51,3019.73
02-01-2025,131254.63,263430.20,97552.69,97552.69,3732.58
03-01-2025,165014.18,240809.25,102750.89,102750.89,4602.76
04-01-2025,177333.48,245899.00,99361.63,99361.63,4801.86
05-01-2025,131150.60,259793.35,102889.19,102889.19,3478.00
06-01-2025,170809.98,237302.80,89071.98,89071.98,4355.71
07-01-2025,170356.03,226541.33,85171.56,85171.56,4867.75
08-01-2025,169424.50,231502.68,87839.55,87839.55,4739.64
09-01-2025,186921.93,216392.00,88293.67,88293.67,4941.91
10-01-2025,240438.18,187876.73,87853.30,87853.30,5845.61
11-01-2025,318061.48,185895.33,97254.77,97254.77,6053.11
12-01-2025,142792.05,232072.48,101556.94,101556.94,4029.93
13-01-2025,202418.38,235887.93,98978.19,98978.19,4658.60
14-01-2025,134051.68,282379.50,100363.48,100363.48,3470.53
15-01-2025,139685.80,276901.75,107589.79,107589.79,3793.16
16-01-2025,198464.85,262981.33,123533.62,123533.62,4638.34
17-01-2025,192340.33,242245.13,108868.97,108868.97,4707.12
18-01-2025,194418.95,220314.13,93187.12,93187.12,4853.55
19-01-2025,124564.08,255829.60,96716.73,96716.73,3470.76
20-01-2025,185305.10,230631.43,90972.86,90972.86,4616.41
21-01-2025,186378.80,213115.88,88772.50,88772.50,4681.58
22-01-2025,143533.45,212199.65,81879.29,81879.29,4383.04
23-01-2025,149684.15,233250.90,94683.58,94683.58,4184.26
24-01-2025,157586.48,249931.83,100607.76,100607.76,4097.17
25-01-2025,154134.35,245769.78,104244.95,104244.95,4131.58
26-01-2025,153541.25,302991.70,126414.60,126414.60,3287.11
27-01-2025,137744.40,225085.75,87563.59,87563.59,4073.07
28-01-2025,157850.23,205254.23,94603.73,94603.73,4523.45
29-01-2025,173141.85,208934.35,102460.74,102460.74,4787.98
30-01-2025,170287.53,191712.08,89218.40,89218.40,5010.64
31-01-2025,214508.03,172576.93,85151.36,85151.36,5278.36
01-02-2025,153150.30,173234.78,78955.95,78955.95,4896.95
02-02-2025,140505.33,252179.68,109788.13,109788.13,3458.68
03-02-2025,179719.20,201728.30,97207.65,97207.65,4812.83
04-02-2025,179313.83,200916.55,96692.24,96692.24,4768.98
05-02-2025,201020.10,191997.85,99369.53,99369.53,5139.30
06-02-2025,153101.48,230413.80,108751.26,108751.26,3908.11
07-02-2025,145999.03,231734.15,103162.53,103162.53,4090.00
08-02-2025,158604.13,217381.03,104930.97,104930.97,4486.88
09-02-2025,150222.60,257607.75,118935.41,118935.41,3678.05
10-02-2025,175844.65,197147.40,103466.15,103466.15,4809.76
11-02-2025,202551.10,180321.80,103444.11,103444.11,5145.94
12-02-2025,166857.53,193004.28,97558.94,97558.94,4647.91
13-02-2025,188310.53,184776.98,92267.28,92267.28,4820.51
14-02-2025,184493.05,204750.00,105316.27,105316.27,4595.73
15-02-2025,145094.35,244420.20,115752.21,115752.21,3481.78
16-02-2025,155157.35,269347.60,128715.95,128715.95,3531.21
17-02-2025,169998.20,200567.83,100433.13,100433.13,4607.17
18-02-2025,195110.58,178451.38,99826.26,99826.26,5004.89
19-02-2025,213951.58,178205.70,111738.12,111738.12,5299.59
20-02-2025,192550.68,213020.10,115440.15,115440.16,4361.15
21-02-2025,225045.55,173004.48,101199.62,101199.62,5570.50
22-02-2025,212025.63,173238.88,104797.15,104797.15,5437.72
23-02-2025,136203.45,232465.30,109381.90,109381.90,3562.49
24-02-2025,130995.98,200471.45,93687.29,93687.29,3910.51
25-02-2025,134848.40,184244.68,93081.48,93081.48,4318.08
26-02-2025,130698.48,198688.90,91731.21,91731.21,3851.66
27-02-2025,122380.23,203723.95,93913.85,93913.85,3682.29
28-02-2025,138754.25,207734.68,107927.90,107927.90,3668.12
01-03-2025,166693.55,222743.18,119577.20,119577.20,4027.32
02-03-2025,144431.08,247169.20,113380.19,113346.40,3468.95
03-03-2025,173902.60,177915.05,97071.14,97070.29,4897.99
04-03-2025,196807.90,208138.43,125500.10,125500.09,4634.29
05-03-2025,178317.45,237282.43,123546.56,122783.67,4279.92
06-03-2025,169858.73,190916.68,106303.39,106303.39,4696.23
07-03-2025,157609.38,182244.20,109537.10,109537.10,4527.44
08-03-2025,167117.80,188878.20,115025.42,115025.42,4599.80
09-03-2025,195132.88,240180.63,147942.08,147942.08,4481.79
10-03-2025,200033.80,212081.90,136049.96,136049.96,4781.39
11-03-2025,177399.40,175295.28,119591.86,119591.86,5158.22
12-03-2025,156834.43,173640.43,109759.95,109759.95,4681.72
13-03-2025,165294.93,213332.43,128883.15,128883.15,4040.25
14-03-2025,151232.00,339059.15,131773.67,131742.99,2716.38
15-03-2025,140565.90,278800.68,118208.29,117606.35,3058.75
16-03-2025,138640.88,244066.43,107715.40,107701.92,3416.54
17-03-2025,156444.18,217425.98,119240.21,119240.21,3992.75
18-03-2025,164218.08,195143.35,114912.02,114912.02,4305.18
19-03-2025,158626.18,186330.43,107285.40,107285.40,4305.84
20-03-2025,161594.95,186386.43,108948.96,108948.96,4554.06
21-03-2025,160300.65,205281.15,123157.05,122966.50,3764.82
22-03-2025,158468.05,251636.15,135576.82,135546.71,3225.88
23-03-2025,169860.85,318834.80,150704.77,150704.77,2980.71
24-03-2025,136622.05,226721.83,108316.67,108316.67,3640.68
25-03-2025,140805.10,197616.65,102037.30,102037.30,4235.69
26-03-2025,152614.20,199975.95,107150.40,107158.72,4482.38
27-03-2025,184883.98,200699.65,118804.44,118804.44,5565.50
28-03-2025,202155.73,226160.53,126584.65,125578.65,5151.36
29-03-2025,206814.58,259322.23,143396.60,142775.53,4147.46
30-03-2025,160824.40,282824.90,132459.47,130772.98,3215.50
31-03-2025,157562.05,246559.28,124332.02,123209.42,3695.44
01-04-2025,153279.13,239920.50,120065.62,119546.96,3780.80
02-04-2025,179940.98,230268.13,125206.38,125130.55,4862.73
03-04-2025,199879.35,270050.73,162399.27,162098.74,4570.91
04-04-2025,149227.50,249725.23,117453.90,117173.40,3864.99
05-04-2025,156654.13,262823.75,122764.28,122764.54,4100.35
06-04-2025,163020.90,326063.15,138160.05,138063.86,3215.48
07-04-2025,211407.35,263884.33,130057.39,130057.39,4641.75
08-04-2025,278033.75,216350.65,111688.41,111364.07,5754.41
09-04-2025,359190.65,200467.28,111432.95,111782.93,6543.75
10-04-2025,204044.13,328682.20,159157.04,159157.04,3299.67
11-04-2025,183860.33,369725.15,166852.62,166852.62,2366.06
12-04-2025,209832.03,370552.78,174771.73,174693.57,3081.56
13-04-2025,186205.48,385399.00,160351.09,160351.09,2959.10
14-04-2025,168361.03,333865.73,143998.98,143998.98,3027.53
15-04-2025,186936.03,298738.28,140894.87,140858.73,4509.92
16-04-2025,178143.55,255417.70,124001.25,124001.25,4654.13
17-04-2025,199217.88,262379.68,132152.34,132152.34,4584.17
18-04-2025,164982.90,307316.60,138774.20,138774.20,3074.16
19-04-2025,199524.73,326593.85,131037.74,131010.50,3845.94
20-04-2025,241054.55,314179.28,151672.00,151339.19,4739.25
21-04-2025,408701.08,184588.98,96421.94,96421.94,6240.88
22-04-2025,590828.90,149672.63,80720.74,80720.74,7480.26
23-04-2025,339903.95,202730.25,114671.37,114568.83,6482.65
24-04-2025,351143.45,195860.88,110986.68,110986.68,6064.44
25-04-2025,318622.13,160568.20,83580.46,83488.19,6351.14
26-04-2025,245377.35,175850.95,93567.02,93296.07,6399.38
27-04-2025,162102.73,274573.95,123219.45,123219.45,4138.28
28-04-2025,172292.35,273143.53,132633.52,132375.34,4527.13
29-04-2025,189232.75,284205.70,152872.06,153033.01,4346.78
30-04-2025,176835.85,285230.75,143622.73,143607.06,3752.42
01-05-2025,179130.78,356770.28,164188.52,164188.52,2782.06
02-05-2025,179650.90,372939.58,158841.14,158841.14,2660.79
03-05-2025,179865.88,331789.43,156340.48,156340.48,3159.30
04-05-2025,164874.08,388662.48,154122.12,154122.12,2337.65
05-05-2025,164452.90,347658.10,148284.88,147833.11,2621.98
06-05-2025,167040.45,366965.70,149807.89,149807.89,2630.98
07-05-2025,170703.55,320968.28,140216.03,140216.03,3127.10
08-05-2025,170355.53,330306.35,140489.92,140489.92,3104.62
09-05-2025,178202.50,271411.63,131471.45,131471.45,4435.73
10-05-2025,177958.68,264134.20,125630.95,125630.95,4566.35
11-05-2025,174748.98,307789.55,135769.77,135770.02,3870.67
12-05-2025,196349.23,246818.28,128139.76,128139.76,4789.40
13-05-2025,182837.83,232019.15,129502.19,129502.19,4808.44
14-05-2025,212617.50,221216.93,112807.61,112807.61,5385.53
15-05-2025,323726.45,219656.25,106641.88,106641.88,5808.63
16-05-2025,185142.40,255169.00,126421.32,126421.32,4568.34
17-05-2025,184321.20,328008.40,155863.59,155863.59,3251.73
18-05-2025,182732.60,387386.35,159207.11,159207.11,2576.89
19-05-2025,291579.00,337622.85,170807.38,170807.38,4214.60
20-05-2025,296037.35,347787.20,196016.30,196016.30,5071.58
21-05-2025,220263.18,386276.73,195108.06,195108.06,2953.00
22-05-2025,212606.68,476506.05,191100.14,191100.14,2540.62
23-05-2025,195865.73,378255.20,167100.49,167100.49,3595.51
24-05-2025,211132.43,416711.03,187106.58,187106.58,3147.91
25-05-2025,205181.95,577439.93,194546.76,194546.76,1534.53
26-05-2025,172704.03,365613.80,148991.12,148988.77,3079.26
27-05-2025,204168.33,416082.65,179227.41,172268.48,3345.92
28-05-2025,201035.20,405339.25,173411.52,165641.29,3533.71
29-05-2025,180369.58,397605.75,162168.40,159071.88,3103.16
30-05-2025,144718.08,468715.75,136576.49,136293.61,1775.38
31-05-2025,178440.15,494495.18,162561.71,162561.71,2064.49
01-06-2025,158532.85,435135.03,138468.14,138468.12,2247.66
02-06-2025,176922.53,356509.98,152410.89,152410.89,2966.93
03-06-2025,201946.95,364441.50,173277.69,173277.69,3406.91
04-06-2025,157268.98,298019.65,129677.30,129677.30,3128.80
05-06-2025,234813.38,252443.25,117946.62,117946.62,4579.25
06-06-2025,253759.38,221792.33,133719.62,133719.62,5725.29
07-06-2025,170261.78,237763.63,125600.03,125600.03,4404.68
08-06-2025,165702.93,290883.20,128019.94,128019.94,3882.05
09-06-2025,187993.55,251609.83,138434.07,138408.27,4609.11
10-06-2025,193735.18,252326.40,129117.88,129117.88,4799.97
